,STK000,STK001,STK002,STK003,STK004,STK005,STK006,STK007,STK008,STK009
2025-01-15,0.1367857364724679,0.007988004988585805,0.10377860285314598,0.13744664990460229,0.06155427506876124,0.22296545541150625,0.017054541350205874,0.01181823701639129,0.19709251254462723,0.10351598438970618
2025-01-16,0.18720845087793248,0.011049891735615757,0.22534490404092886,0.04435572176014683,0.015375793850264894,0.05863040145971491,0.15494748806214614,0.09895588184643143,0.1233782270610776,0.08075323930574115
2025-01-17,0.013504802009285777,0.05690739875947696,0.1675524618777146,0.0023418970172444362,0.0810622772171485,0.023930248640342593,0.1751055099393392,0.2402193131616103,0.19578285598331704,0.04359323539452067
2025-01-20,0.04621670875518995,0.1435639909307314,0.0075212827152808266,0.04214775305464805,0.08628769111323743,0.17404985155051422,0.04271184708400484,0.10940968434886654,0.2416250998631242,0.10646609058440265
2025-01-21,0.10631053009881984,0.03749425378667516,0.04767934099460639,0.07202972726796877,0.15090465808480893,0.3019966899747036,0.10665129056074799,0.03945158753392815,0.0399027435323572,0.09757917816538411
2025-01-22,0.03825025626729356,0.08976915257019288,0.019417375574589054,0.23618288134617677,0.12171228004318613,0.007386334282504756,0.0426290520023549,0.16662712713183658,0.22834459825130174,0.04968094253056345
2025-01-23,0.015388566893020619,0.012747365752651937,0.09342685239106373,0.0266258513408305,0.0036810626195896007,0.2148156847525693,0.13297126965917686,0.1623375728394177,0.3262036338593596,0.011802139892320266
2025-01-24,0.007128620285324385,0.1559763259487797,0.022936005501391073,0.010305524563714067,0.16315601773299704,0.23148954736975624,0.14721669953911992,0.12320055851874016,0.07912121959426907,0.05946948094590829
2025-01-27,0.1781108483605737,0.06389698996914547,0.061238983085753707,0.08390325333071198,0.16277427883097292,0.03995793694204726,0.1059442363255806,0.07797668483838575,0.029041488947875414,0.19715529936895312
2025-01-28,0.017412776493696935,0.21452077591659402,0.20715584100318457,0.0029929923847524732,0.17621551550070172,0.013910918983815652,0.04115351408944842,0.1371954066217567,0.017671331093996902,0.17177092791205237
2025-01-29,0.10719314339089328,0.008013996468266985,0.10138404691020036,0.05519540465010694,0.2334936608021196,0.02963139734284726,0.0709247607737832,0.1904329435944214,0.0076602791839917896,0.19607036688336904
2025-01-30,0.2875495285779599,0.27484743417573154,0.10969883840441236,0.011038870893828328,0.11247144957742675,0.0019718839108626104,0.0017720932709458378,0.030970180185512744,0.05312550921990477,0.11655421178341488
2025-01-31,0.007968227975387225,0.10575074501447485,0.0985028787926289,0.029583054277548163,0.27926773922185405,0.015178140567952154,0.05247920542182968,0.26651587900837626,0.050443303361184466,0.09431082635876434
2025-02-03,0.12828583264150104,0.041159151791953216,0.22142047712560117,0.013177811295154522,0.13033735520240047,0.09624479727199167,0.09463393364924624,0.11962922770450932,0.09191762062624198,0.06319379269140046
2025-02-04,0.04647640169872467,0.1404835416047287,0.013781591989010382,0.18113060287586313,0.06506971436753235,0.3317122568822872,0.07716763494984576,0.12613304826378166,0.0024273646548245128,0.015617842713401569
2025-02-05,0.028963303813763445,0.4511936422567416,0.016066381441511297,0.07220945315668993,0.10061730078970264,0.1266908297235658,0.08571819280531502,0.001026183862323414,0.0413038269630701,0.07621088518731663
2025-02-06,0.01943667503071034,0.01171164470702457,0.10728640073203705,0.12997943453006428,0.003403331892715921,0.2918339890167975,0.005659238201714499,0.08263991347160703,0.13091733731582889,0.21713203510149995
2025-02-07,0.08209468644295663,0.1444666222520164,0.009353472374286161,0.00683758596393311,0.031175768870419094,0.01909157241184088,0.22561666872108074,0.027180533773890635,0.40905799657408604,0.04512509261549031
2025-02-10,0.029187722202140488,0.14951723595330568,0.009827172190042728,0.004082618088002876,0.03907647738895095,0.08144424125982304,0.2658202889947372,0.1703361476197572,0.17802544201818848,0.07268265428505126
2025-02-11,0.2267499662107117,0.05377083938889105,0.03181960113007437,0.08809790465210438,0.23901483805559914,0.023224590585456537,0.09576292660321539,0.09802652453025446,0.1296835568748964,0.013849251968796534
2025-02-12,0.0686918797212788,0.08429810403053464,0.05187871973311903,0.10476466513295785,0.020812251115527047,0.05782094830115895,0.4064555737247271,0.034802522248306766,0.12463032029839703,0.0458450156939927
2025-02-13,0.08662344625599534,0.0439465020749132,0.14754380392629732,0.1885327345431989,0.028087593837550714,0.028194140599664727,0.005741433338606454,0.20490034361557163,0.16751604308825513,0.09891395871994649
2025-02-14,0.0032240310572172015,0.010460753346246137,0.048341750813277115,0.2181735564418376,0.03052473122229695,0.05684627188024762,0.0034106464127133763,0.01289756889104022,0.34657300275168773,0.26954768718343614
2025-02-17,0.03519247934918469,0.11662029473866953,0.021557435011772694,0.10700343983158217,0.3349962796848088,0.009428156332373032,0.10676064465162406,0.05608125639079278,0.1937170821018607,0.018642931907331614
2025-02-18,0.0844696891982195,0.08150444110887646,0.017543930370307416,0.07767254326950684,0.03615578131319992,0.07607033709330471,0.00813985084995093,0.07745266457841651,0.5374222812479775,0.0035684809702399537
2025-02-19,0.18897265721302758,0.16459582458364017,0.18314209550770755,0.06552775707248397,0.19508824862581226,0.014672645455965283,0.09008774233467982,0.0006616566978503169,0.04495924966891882,0.05229212283991425
2025-02-20,0.1406092090468893,0.09061296255478708,0.06951420169993797,0.28961868308081384,0.1065301650611957,0.09493157072815821,0.003780146343603665,0.06074180894927498,0.06961039432006402,0.07405085821527534
2025-02-21,0.09918816809934819,0.217195061141307,0.02654472998491421,0.2490346521083725,0.005913420386385932,0.25920999001138234,0.04121920026066018,0.010173502286860472,0.0632899226779177,0.028231353042851588
2025-02-24,0.02290521935277609,0.13099164169877767,0.02294567597123764,0.0853597588041537,0.14149648652980495,0.012954470666613293,0.09601326038471882,0.033978539638020354,0.3776242774486138,0.07573066950528369
2025-02-25,0.09049533039422239,0.050741248114744994,0.17557133853632517,0.22072677985412675,0.041796743830174315,0.02591111695987602,0.14535958119596293,0.030798406035277517,0.16576713861742798,0.052832316461862074
2025-02-26,0.002472036559619402,0.10614018307762144,0.09653436202252036,0.08175848107936086,0.027269862740637564,0.05123189158524341,0.09326804156996994,0.07096058473371504,0.45520612265705307,0.01515843397425879
2025-02-27,0.06617644879824662,0.017090175264230907,0.018494590565929184,0.4638820567245988,0.04399605136274578,0.0806759016442529,0.05308377689188236,0.09056152904983329,0.01485983264689081,0.1511796370513894
2025-02-28,0.3571404714737688,0.07534273664223679,0.05670024796841038,0.09115239188096304,0.04349152586912325,0.004310207307778355,0.05741312215616325,0.21967008715168518,0.013393326210882813,0.08138588333898816
2025-03-03,0.036357318377611164,0.011795966419824798,0.3488639145692447,0.186699880559569,0.05538529389416288,0.13163540530237558,0.052498553877014575,0.06969673193535632,0.006658840314260334,0.10040809475058053
2025-03-04,0.05816951541844684,0.0262808916348155,0.03645951387239273,0.04272747185966106,0.06615507333686281,0.052259905247376746,0.18151331143852745,0.04952687023922586,0.3494715793196012,0.1374358676330897
2025-03-05,0.007676438160391595,0.04692441979963575,0.01733812633705158,0.10801092817192202,0.03864544720046838,0.3378371326610401,0.09318884598641243,0.1572630842525365,0.012933494569322839,0.1801820828612188
2025-03-06,0.0026199870488169815,0.014549008079623607,0.33061354045260904,0.07989567168629798,0.3382502693824638,0.0567572080643858,0.03743993087601629,0.07068286569977704,0.05800314777947751,0.01118837093053185
2025-03-07,0.007801460172057343,0.15566446008535692,0.5394305849784157,0.03583166902409163,0.02011305898223913,0.016962769365761292,0.0473674497054537,0.013962991968326535,0.15443499563821828,0.00843056008007935
2025-03-10,0.07902924022177683,0.028630926847289812,0.06064776433805219,0.07072365465181168,0.23248987124827944,0.17497945764085124,0.1940074657891825,0.0014673079752062584,0.07118148292786185,0.08684282835968826
2025-03-11,0.3738458996822886,0.07797077590593185,0.01354432303875259,0.09251724217810436,0.07059278094188479,0.21675480134292988,0.012028926879006592,0.07805888019841836,0.018943845302955977,0.04574252452972707
2025-03-12,0.10406297056150045,0.05140234093183976,0.026250901812315965,0.16415630569235687,0.0034995466945741635,0.20723232186185667,0.055276484184071044,0.09055243284017049,0.09617930601692487,0.20138738940438983
2025-03-13,0.14647884946763748,0.008697955641138285,0.008594309171504892,0.0014163283934153375,0.36447943858029175,0.15550247762885255,0.050666008183670994,0.04089319898559981,0.050029926010110914,0.17324150793777798
2025-03-14,0.044496201059961785,0.1863137920260789,0.12451369950238761,0.06113905941808921,0.02925994177527617,0.01644330487170456,0.12128795287448765,0.18932831304625153,0.13120018078491888,0.09601755464084367
2025-03-17,0.015001961027459676,0.04518831418723886,0.2880812971707457,0.027841884118805397,0.05094361290355815,0.061919437536511426,0.06334080715628165,0.10388042895274498,0.3136672879022356,0.030134969044418577
2025-03-18,0.08976811923525221,0.039386402132796414,0.11775039795421677,0.08320083858694832,0.09560349999639194,0.06812908936475177,0.01246457873278772,0.050256287218967036,0.26661909836718295,0.17682168841070497
2025-03-19,0.09639193672789631,0.0766871794725249,0.03814636864916524,0.08991285492080761,0.12611020474196596,0.22315817943208188,0.10924017520369436,0.15464681736019467,0.01884088424637502,0.06686539924529385
2025-03-20,0.1364912232651706,0.029704186148027948,0.062621522239204,0.2184135721355958,0.1152232890875871,0.0007477673575937867,0.2041151583005187,0.005126916454122695,0.1952903279754294,0.03226603703674978
2025-03-21,0.25939887482110624,0.10730936137085696,0.05929736283671179,0.06350902739355434,0.1419735982240469,0.0003847464822385479,0.11536043560422728,0.052430551771487956,0.18868635468846098,0.0116496868073089
2025-03-24,0.037689178436152375,0.20893163013712107,0.08265745758219967,0.009610808217554594,0.007231253773127724,0.048758477806365025,0.184168656713366,0.14740669644762391,0.18625836734932835,0.0872874735371613
2025-03-25,0.1165064696879499,0.061931442176331265,0.11450050706041143,0.17441421402805188,0.01426255053492128,0.05973338872011964,0.20739039447770355,0.05483732167396458,0.09606934502479882,0.10035436661574762
